fin_year,stop_id,stop_name,stop_lat,stop_long,network,pax_annual,pax_weekday,pax_norm_weekday,pax_sch_hol_weekday,pax_saturday,pax_sunday,pax_pre_am_peak,pax_am_peak,pax_interpeak,pax_pm_peak,pax_pm_late,stop_name_clean,stop_name_suffix,is_border_nsw
FY19-20,20041,Kensington,-37.79378022,144.9305244,metro,424600,1350,1400,1200,900,600,100,650,300,300,50,Kensington,,False
FY19-20,20042,Box Hill,-37.81922165,145.1214289,metro,2775200,9050,9400,7750,5500,3700,500,2950,2450,2950,550,Box Hill,,False
FY19-20,40220,Roxburgh Park,-37.63823121,144.9354037,metro,488650,1650,1700,1450,800,550,300,750,350,250,50,Roxburgh Park,,False
FY19-20,40221,Craigieburn,-37.6018169,144.9433203,metro,1126250,3700,3850,3150,2050,1450,700,1900,750,400,100,Craigieburn,,False
FY19-20,44817,Coolaroo,-37.66100253,144.9260556,metro,274750,950,1000,850,350,250,100,600,150,100,50,Coolaroo,,False
FY19-20,45793,Lynbrook,-38.05734118,145.2492751,metro,352250,1250,1400,750,450,300,250,750,250,100,50,Lynbrook,,False
FY19-20,45794,Cardinia Road,-38.07129047,145.437791,metro,355850,1250,1350,800,500,350,350,600,250,100,50,Cardinia Road,,False
FY19-20,45795,South Morang,-37.6491588,145.0670324,metro,554250,1850,1900,1700,950,600,300,850,350,300,100,South Morang,,False
FY19-20,46468,Williams Landing,-37.86986533,144.7474447,metro,1419700,5100,5250,4450,1600,950,800,3050,900,400,100,Williams Landing,,False
FY19-20,52095,Southland,-37.958758,145.049124,metro,441650,1300,1300,1300,1150,900,100,300,400,450,100,Southland,,False
FY19-20,52159,Middle Gorge,-37.644062,145.09214,metro,184700,650,700,500,200,150,100,350,100,150,50,Middle Gorge,,False
FY19-20,52160,Hawkstowe,-37.622992,145.097396,metro,181900,650,650,550,250,150,150,400,100,50,50,Hawkstowe,,False
FY19-20,52161,Mernda,-37.602549,145.100883,metro,527250,1800,1850,1600,800,500,500,900,250,150,50,Mernda,,False
FY19-20,19841,Flagstaff,-37.81198131,144.9556538,metro,3883350,14600,15350,12100,2200,1600,100,650,2250,10950,1400,Flagstaff,,False
FY19-20,19842,Melbourne Central,-37.80993877,144.9625935,metro,10865600,36300,38250,29850,17100,13850,200,1300,7850,21750,7150,Melbourne Central,,False
FY19-20,19843,Parliament,-37.81105406,144.9729109,metro,7646300,28300,29950,22850,5550,3800,150,750,4150,21750,3200,Parliament,,False
FY19-20,19854,Flinders Street,-37.81830513,144.9669643,metro,21503500,70500,72650,63400,39400,28950,1300,3950,13250,42400,11750,Flinders Street,,False
FY19-20,19908,Richmond,-37.82407446,144.9901643,metro,2965500,8600,8800,7900,8450,6150,200,1250,1350,4150,1900,Richmond,,False
FY19-20,19973,North Melbourne,-37.80630984,144.9415102,metro,1183050,3800,3950,3300,2350,1900,100,600,850,2000,350,North Melbourne,,False
FY19-20,19979,Jolimont,-37.81652702,144.9840983,metro,787850,2000,2000,2000,2700,2300,50,200,350,1000,450,Jolimont,,False
FY19-20,22180,Southern Cross,-37.81793643,144.9514112,metro,14895400,52450,54750,44700,17550,13150,500,2650,8500,37550,5550,Southern Cross,,False
FY20-21,19827,Stony Point,-38.37423454,145.2218375,metro,3900,50,50,50,50,50,50,50,50,50,50,Stony Point,,False
FY20-21,19828,Crib Point,-38.36612338,145.2040433,metro,8450,50,50,50,50,50,50,50,50,50,50,Crib Point,,False
FY20-21,19829,Morradoo,-38.35403334,145.1896025,metro,2200,50,50,50,50,50,50,50,50,50,50,Morradoo,,False
FY20-21,19830,Bittern,-38.33739032,145.1780265,metro,5350,50,50,50,50,50,50,50,50,50,50,Bittern,,False
FY20-21,19831,Hastings,-38.30565853,145.1859799,metro,10500,50,50,50,50,50,50,50,50,50,50,Hastings,,False
FY20-21,19832,Tyabb,-38.259815,145.1864007,metro,2700,50,50,50,50,50,50,50,50,50,50,Tyabb,,False
FY20-21,19833,Somerville,-38.22534196,145.1762449,metro,4950,50,50,50,50,50,50,50,50,50,50,Somerville,,False
FY20-21,19834,Baxter,-38.19404306,145.1605261,metro,1850,50,50,50,50,50,50,50,50,50,50,Baxter,,False
FY20-21,19835,Glen Iris,-37.85930842,145.0582249,metro,118200,400,400,300,250,150,50,150,100,150,50,Glen Iris,,False
FY20-21,19836,Leawarra,-38.152034,145.139534,metro,4250,50,50,50,50,50,50,50,50,50,50,Leawarra,,False
FY20-21,19837,Darling,-37.86895684,145.0629508,metro,120400,350,350,250,400,250,50,200,100,50,50,Darling,,False
FY20-21,19838,East Malvern,-37.87693002,145.069393,metro,127600,400,400,350,300,200,50,200,100,100,50,East Malvern,,False
FY20-21,19839,Holmesglen,-37.87440222,145.090662,metro,187800,550,600,500,450,300,50,200,200,150,50,Holmesglen,,False
FY20-21,19840,Jordanville,-37.87360339,145.1120902,metro,157850,500,500,450,350,250,50,250,100,100,50,Jordanville,,False
FY20-21,19844,Belgrave,-37.9091021,145.3552913,metro,143400,450,450,400,350,250,50,150,100,100,50,Belgrave,,False
FY20-21,19845,Tecoma,-37.90811849,145.3429946,metro,30300,100,100,100,50,50,50,50,50,50,50,Tecoma,,False
FY20-21,19846,Upwey,-37.90369097,145.3313334,metro,61700,200,200,150,150,100,50,50,50,50,50,Upwey,,False
FY20-21,19847,Alamein,-37.86832039,145.0796557,metro,46350,150,150,150,100,50,50,100,50,50,50,Alamein,,False
FY20-21,19848,Ashburton,-37.86196753,145.0813438,metro,100200,350,350,300,150,100,50,150,100,50,50,Ashburton,,False
FY20-21,19849,Burwood,-37.85156328,145.0805111,metro,106400,350,350,300,150,100,50,200,100,50,50,Burwood,,False
FY20-21,19850,Hartwell,-37.84398457,145.0755596,metro,66400,200,250,200,100,100,50,100,50,50,50,Hartwell,,False
FY20-21,19851,Willison,-37.83571565,145.0702976,metro,32400,100,100,100,50,50,50,50,50,50,50,Willison,,False
FY20-21,19852,Riversdale,-37.83150543,145.069646,metro,73250,250,300,150,50,50,50,100,50,150,50,Riversdale,,False
FY20-21,19853,Camberwell,-37.82656714,145.0586972,metro,641150,2000,2000,1900,1350,1150,50,500,500,850,150,Camberwell,,False
FY20-21,19855,Frankston,-38.14299007,145.1261623,metro,576400,1700,1650,1900,1500,1050,200,400,500,400,100,Frankston,,False
FY20-21,19856,Kananook,-38.12174203,145.1352953,metro,92700,300,300,300,200,150,50,100,100,50,50,Kananook,,False
FY20-21,19857,Seaford,-38.10402104,145.1282304,metro,154500,450,450,500,350,250,100,150,100,50,50,Seaford,,False
FY20-21,19858,Carrum,-38.07489292,145.1224183,metro,157950,500,500,450,400,250,50,200,100,50,50,Carrum,,False
FY20-21,19859,Bonbeach,-38.06294478,145.1196804,metro,71450,200,200,200,150,100,50,100,50,50,50,Bonbeach,,False
FY20-21,19860,Chelsea,-38.05195538,145.1160413,metro,186300,550,550,550,450,300,50,200,150,100,50,Chelsea,,False
FY20-21,19861,Edithvale,-38.03805602,145.1085355,metro,104700,300,300,300,250,150,50,150,100,50,50,Edithvale,,False
FY20-21,19862,Aspendale,-38.02722019,145.1021496,metro,84050,250,250,250,200,100,50,100,50,50,50,Aspendale,,False
FY20-21,19863,Mordialloc,-38.00658295,145.0876594,metro,339550,1050,1100,900,800,500,100,350,250,300,50,Mordialloc,,False
FY20-21,19864,Parkdale,-37.99307882,145.0763268,metro,161900,500,500,400,400,250,50,150,150,150,50,Parkdale,,False
FY20-21,19865,Mentone,-37.9818654,145.0651659,metro,362550,1200,1300,800,650,400,50,250,300,650,50,Mentone,,False
FY20-21,19867,Upper Ferntree Gully,-37.8926717,145.3075302,metro,95700,300,300,300,200,150,50,100,50,50,50,Upper Ferntree Gully,,False
FY20-21,19868,Ferntree Gully,-37.88169799,145.2952513,metro,162600,550,550,450,300,200,100,250,100,100,50,Ferntree Gully,,False
FY20-21,19869,Boronia,-37.8604518,145.2843851,metro,243500,800,800,750,450,350,100,350,200,150,50,Boronia,,False
FY20-21,19870,Bayswater,-37.84173004,145.2681364,metro,213500,700,700,650,400,300,50,250,150,150,50,Bayswater,,False
FY20-21,19871,Heathmont,-37.82832227,145.2445554,metro,96050,300,350,250,150,100,50,150,50,100,50,Heathmont,,False
FY20-21,19872,Highett,-37.948425,145.0418718,metro,194000,600,600,550,450,300,50,250,150,150,50,Highett,,False
FY20-21,19873,Glen Waverley,-37.87950407,145.1620575,metro,530400,1600,1600,1500,1350,950,100,600,400,350,100,Glen Waverley,,False
FY20-21,19874,Syndal,-37.87622963,145.1497805,metro,261400,850,850,750,550,350,100,400,200,200,50,Syndal,,False
FY20-21,19875,Mount Waverley,-37.87525526,145.1280557,metro,280350,900,900,750,600,400,50,300,200,300,50,Mount Waverley,,False
FY20-21,19876,Lilydale,-37.75551777,145.3477102,metro,244300,750,750,750,500,350,100,250,200,200,50,Lilydale,,False
FY20-21,19877,Mooroolbark,-37.78474883,145.3124024,metro,197000,650,650,600,400,250,100,300,150,100,50,Mooroolbark,,False
FY20-21,19878,Croydon,-37.79543697,145.2805978,metro,311100,1000,1000,1000,600,400,150,400,250,200,50,Croydon,,False
FY20-21,19879,Ringwood East,-37.81196804,145.2501909,metro,140600,500,500,400,200,150,50,200,100,100,50,Ringwood East,,False
FY20-21,19880,Pakenham,-38.08061397,145.4863791,metro,280300,900,900,900,550,400,200,300,200,150,50,Pakenham,,False
FY20-21,19881,Officer,-38.06614572,145.4109872,metro,62250,200,250,200,50,50,50,100,50,50,50,Officer,,False
FY20-21,19882,Beaconsfield,-38.05083135,145.3660737,metro,109600,400,400,300,150,100,100,150,100,100,50,Beaconsfield,,False
FY20-21,19883,Berwick,-38.04040829,145.3457261,metro,361200,1250,1300,1000,500,350,200,400,300,300,50,Berwick,,False
FY20-21,19884,Narre Warren,-38.02780932,145.3039694,metro,309300,1050,1050,1000,500,350,200,350,250,150,50,Narre Warren,,False
FY20-21,19885,Hallam,-38.01774038,145.2697768,metro,219250,750,750,750,300,200,150,250,150,150,50,Hallam,,False
FY20-21,19886,Cranbourne,-38.09953731,145.280599,metro,407700,1350,1400,1200,700,500,300,500,300,150,50,Cranbourne,,False
FY20-21,19887,Merinda Park,-38.07900048,145.2635114,metro,126750,450,450,350,200,150,100,200,100,50,50,Merinda Park,,False
FY20-21,19888,Dandenong,-37.98996792,145.2097254,metro,1159900,3800,3850,3500,2050,1600,250,850,1000,1450,250,Dandenong,,False
FY20-21,19889,Yarraman,-37.97825454,145.1916003,metro,158500,500,500,500,300,250,50,150,150,100,50,Yarraman,,False
FY20-21,19890,Noble Park,-37.96723193,145.1769357,metro,513650,1650,1700,1500,950,800,200,500,450,400,100,Noble Park,,False
FY20-21,19891,Sandown Park,-37.95650457,145.1628259,metro,178800,600,600,550,300,250,50,250,150,100,50,Sandown Park,,False
FY20-21,19892,East Camberwell,-37.82589419,145.0681902,metro,100800,350,400,200,150,100,50,100,100,200,50,East Camberwell,,False
FY20-21,19893,Canterbury,-37.82448518,145.0812242,metro,122400,400,400,350,250,150,50,150,100,150,50,Canterbury,,False
FY20-21,19894,Chatham,-37.82429952,145.0886479,metro,80050,250,250,250,150,100,50,100,50,50,50,Chatham,,False
FY20-21,19895,Surrey Hills,-37.82414805,145.0987747,metro,245900,800,800,700,450,300,50,400,150,150,50,Surrey Hills,,False
FY20-21,19896,Mont Albert,-37.81942655,145.1055304,metro,84300,250,250,250,200,150,50,100,50,50,50,Mont Albert,,False
FY20-21,19897,Laburnum,-37.82078023,145.1407027,metro,153150,500,500,400,300,200,50,200,150,150,50,Laburnum,,False
FY20-21,19898,Blackburn,-37.82007075,145.1500135,metro,533050,1700,1800,1500,1000,700,100,700,400,450,50,Blackburn,,False
FY20-21,19899,Nunawading,-37.82060317,145.1748917,metro,390550,1250,1250,1150,800,550,100,450,300,350,50,Nunawading,,False
FY20-21,19900,Mitcham,-37.81800987,145.1919735,metro,401050,1300,1350,1150,700,500,150,600,300,300,50,Mitcham,,False
FY20-21,19901,Heatherdale,-37.81889537,145.2127872,metro,185950,650,650,550,300,200,100,350,100,100,50,Heatherdale,,False
FY20-21,19902,Ringwood,-37.81588648,145.2289685,metro,852050,2600,2600,2550,2050,1500,150,650,700,900,200,Ringwood,,False
FY20-21,19903,Auburn,-37.82239831,145.0458437,metro,278650,900,900,800,600,400,50,300,200,300,50,Auburn,,False
FY20-21,19904,Glenferrie,-37.82146682,145.0364388,metro,749450,2500,2650,1950,1200,850,50,400,750,1250,200,Glenferrie,,False
FY20-21,19905,Hawthorn,-37.82182601,145.0228987,metro,243600,800,850,700,400,300,50,250,200,350,50,Hawthorn,,False
FY20-21,19906,Burnley,-37.82756022,145.0075551,metro,303500,850,900,750,1000,650,50,250,200,350,50,Burnley,,False
FY20-21,19907,East Richmond,-37.82639995,144.9970657,metro,198600,700,700,600,300,200,50,100,100,400,50,East Richmond,,False
FY20-21,19909,Heyington,-37.83467244,145.0226353,metro,99050,350,450,100,100,50,50,50,100,250,50,Heyington,,False
FY20-21,19910,Kooyong,-37.83992894,145.0335516,metro,102400,350,350,250,200,150,50,100,100,150,50,Kooyong,,False
FY20-21,19911,Tooronga,-37.84936553,145.0417337,metro,176050,550,600,500,350,250,50,200,150,200,50,Tooronga,,False
FY20-21,19912,Gardiner,-37.85327908,145.0516547,metro,157650,500,500,450,400,300,50,200,100,100,50,Gardiner,,False
FY20-21,19913,Springvale,-37.94950878,145.1534518,metro,754300,2300,2300,2250,1650,1350,150,600,700,700,150,Springvale,,False
FY20-21,19914,Westall,-37.93849121,145.1388326,metro,339550,1000,1000,900,900,700,100,300,250,300,50,Westall,,False
FY20-21,19915,Clayton,-37.92468255,145.1205344,metro,796650,2500,2500,2500,1600,1300,150,600,700,850,250,Clayton,,False
FY20-21,19916,Huntingdale,-37.91101734,145.1023643,metro,556100,1950,2050,1550,650,450,100,450,500,850,150,Huntingdale,,False
FY20-21,19917,Oakleigh,-37.90037214,145.0883079,metro,763050,2400,2450,2300,1600,1150,150,550,650,900,200,Oakleigh,,False
FY20-21,19918,Hughesdale,-37.89488129,145.0776351,metro,250500,800,800,750,500,350,50,300,200,200,50,Hughesdale,,False
FY20-21,19919,Murrumbeena,-37.89019832,145.0673749,metro,318600,1000,1050,1000,600,450,100,400,250,200,50,Murrumbeena,,False
FY20-21,19920,Carnegie,-37.88624148,145.0585751,metro,460850,1450,1450,1450,950,750,100,500,400,350,100,Carnegie,,False
FY20-21,19921,Werribee,-37.89937805,144.661118,metro,351350,1150,1150,1250,600,400,200,450,300,200,50,Werribee,,False
FY20-21,19922,Hoppers Crossing,-37.88327618,144.7009549,metro,349850,1200,1200,1150,550,350,200,400,300,250,50,Hoppers Crossing,,False
FY20-21,19923,Laverton,-37.86369404,144.7726167,metro,596350,1950,2050,1650,1050,750,300,800,500,350,50,Laverton,,False
FY20-21,19924,Aircraft,-37.86660595,144.7608094,metro,70150,250,200,250,100,100,50,100,50,50,50,Aircraft,,False
FY20-21,19925,Westona,-37.86516348,144.8134936,metro,107350,350,400,250,150,100,50,100,100,150,50,Westona,,False
FY20-21,19926,Altona,-37.8671476,144.8296447,metro,126100,400,350,400,300,250,50,100,100,100,50,Altona,,False
FY20-21,19927,Seaholme,-37.86784231,144.8409577,metro,39900,100,100,100,100,50,50,50,50,50,50,Seaholme,,False
FY20-21,19928,Westgarth,-37.7806207,144.9992332,metro,108300,350,350,300,250,150,50,150,100,100,50,Westgarth,,False
FY20-21,19929,Dennis,-37.77918729,145.0082416,metro,118700,400,400,350,250,150,50,200,100,50,50,Dennis,,False
FY20-21,19930,Fairfield,-37.77917126,145.0169053,metro,233400,700,750,700,500,400,50,300,200,150,50,Fairfield,,False
FY20-21,19931,Alphington,-37.77839363,145.0312549,metro,109600,350,350,300,200,150,50,150,100,100,50,Alphington,,False
FY20-21,19932,Darebin,-37.77496341,145.038476,metro,53850,150,200,100,100,50,50,50,50,50,50,Darebin,,False
FY20-21,19933,Ivanhoe,-37.76889674,145.0454252,metro,273050,900,950,750,500,350,50,350,200,300,50,Ivanhoe,,False
FY20-21,19934,Eaglemont,-37.76358553,145.0539427,metro,50550,150,150,150,100,100,50,100,50,50,50,Eaglemont,,False
FY20-21,19935,Heidelberg,-37.75707293,145.0606855,metro,343900,1150,1200,950,600,450,50,250,250,550,50,Heidelberg,,False
FY20-21,19936,Rosanna,-37.7428786,145.0661403,metro,239200,750,800,700,450,350,100,350,150,100,50,Rosanna,,False
FY20-21,19937,Moorabbin,-37.93435329,145.0367383,metro,300700,900,900,950,750,550,50,200,250,300,50,Moorabbin,,False
FY20-21,19938,Patterson,-37.92514919,145.03547,metro,127150,400,450,300,250,150,50,150,100,150,50,Patterson,,False
FY20-21,19939,Bentleigh,-37.91742457,145.0369951,metro,299650,900,900,900,700,550,50,300,300,250,50,Bentleigh,,False
FY20-21,19940,Mckinnon,-37.91030903,145.038299,metro,173200,550,550,500,350,300,50,200,150,150,50,Mckinnon,,False
FY20-21,19941,Ormond,-37.90321167,145.0396134,metro,265150,800,850,750,600,450,50,300,200,200,50,Ormond,,False
FY20-21,19942,Glenhuntly,-37.88971946,145.0422229,metro,335400,1000,1000,1000,800,600,50,350,300,250,50,Glenhuntly,,False
FY20-21,19943,Caulfield,-37.87745946,145.0425248,metro,1370650,3950,4050,3700,3800,2750,150,900,1100,1450,450,Caulfield,,False
FY20-21,19944,Malvern,-37.8662533,145.0292939,metro,340300,1050,1100,1000,700,550,50,250,250,450,100,Malvern,,False
FY20-21,19945,Armadale,-37.85645238,145.0193255,metro,227300,750,750,650,450,300,50,250,200,250,50,Armadale,,False
FY20-21,19946,Toorak,-37.85077381,145.0139086,metro,196650,650,700,500,350,250,50,200,150,250,50,Toorak,,False
FY20-21,19947,Hawksburn,-37.84459087,145.0021421,metro,201400,600,600,600,450,300,50,200,150,200,50,Hawksburn,,False
FY20-21,19948,Sandringham,-37.95033018,145.0045614,metro,350400,1050,1050,1000,900,650,50,400,250,250,50,Sandringham,,False
FY20-21,19949,Hampton,-37.93797681,145.0014706,metro,229200,700,700,650,550,400,50,250,200,150,50,Hampton,,False
FY20-21,19950,Brighton Beach,-37.92648432,144.9891536,metro,140150,400,400,400,400,300,50,150,100,100,50,Brighton Beach,,False
FY20-21,19951,Middle Brighton,-37.91513441,144.9962991,metro,243050,750,750,700,550,400,50,200,200,250,50,Middle Brighton,,False
FY20-21,19952,North Brighton,-37.90488721,145.002605,metro,246150,750,750,700,600,400,50,250,200,200,50,North Brighton,,False
FY20-21,19953,Gardenvale,-37.89669508,145.0041684,metro,185050,600,600,500,400,250,50,200,150,200,50,Gardenvale,,False
FY20-21,19954,Elsternwick,-37.88475311,145.0008979,metro,385100,1200,1200,1150,900,650,50,400,300,300,100,Elsternwick,,False
FY20-21,19955,Ripponlea,-37.87590643,144.9952366,metro,244200,800,800,700,500,350,50,300,200,200,50,Ripponlea,,False
FY20-21,19956,Balaclava,-37.86948773,144.9935121,metro,416700,1300,1300,1350,900,650,100,450,350,350,100,Balaclava,,False
FY20-21,19957,Windsor,-37.85605308,144.9920352,metro,334200,1050,1100,950,700,450,50,300,250,400,100,Windsor,,False
FY20-21,19958,Prahran,-37.84951848,144.9898599,metro,473550,1550,1550,1500,950,600,50,300,350,700,150,Prahran,,False
FY20-21,19959,South Yarra,-37.83844935,144.9923422,metro,1669900,5300,5500,4600,3500,2400,150,1050,1350,2400,500,South Yarra,,False
FY20-21,19960,Upfield,-37.66607779,144.9467399,metro,147300,500,400,750,250,200,50,100,100,150,50,Upfield,,False
FY20-21,19961,Gowrie,-37.700678,144.9588743,metro,112050,350,350,400,250,150,50,100,100,50,50,Gowrie,,False
FY20-21,19962,Fawkner,-37.71462129,144.960545,metro,66600,200,200,250,150,100,50,100,50,50,50,Fawkner,,False
FY20-21,19963,Merlynston,-37.72093389,144.9613135,metro,126950,400,400,450,250,200,50,150,100,50,50,Merlynston,,False
FY20-21,19964,Batman,-37.73352285,144.9628406,metro,116250,350,350,400,250,150,50,150,100,100,50,Batman,,False
FY20-21,19965,Coburg,-37.74234502,144.9633363,metro,145500,450,400,600,350,200,50,150,100,100,50,Coburg,,False
FY20-21,19966,Moreland,-37.75448484,144.961823,metro,91250,300,300,300,200,150,50,100,50,100,50,Moreland,,False
FY20-21,19967,Anstey,-37.76124203,144.960684,metro,159900,500,500,500,400,250,50,200,150,100,50,Anstey,,False
FY20-21,19968,Brunswick,-37.76772055,144.9595865,metro,155350,500,500,500,350,250,50,100,150,200,50,Brunswick,,True
FY20-21,19969,Jewell,-37.77498702,144.9587169,metro,135400,400,400,400,300,200,50,100,100,150,50,Jewell,,False
FY20-21,19970,Royal Park,-37.78119293,144.9523013,metro,117850,350,350,500,250,200,50,50,100,150,50,Royal Park,,False
FY20-21,19971,Flemington Bridge,-37.78813995,144.9393233,metro,94250,300,300,300,200,150,50,50,100,100,50,Flemington Bridge,,False
FY20-21,19972,Macaulay,-37.79426673,144.9361663,metro,101750,350,350,300,200,150,50,50,100,150,50,Macaulay,,False
FY20-21,19974,Clifton Hill,-37.78865745,144.9954167,metro,347000,1000,1050,950,900,700,50,350,250,300,100,Clifton Hill,,False
FY20-21,19975,Victoria Park,-37.79915782,144.9944514,metro,277400,850,850,800,700,450,50,200,200,350,100,Victoria Park,,False
FY20-21,19976,Collingwood,-37.80452593,144.9937497,metro,221100,750,750,650,400,250,50,100,150,400,50,Collingwood,,False
FY20-21,19977,North Richmond,-37.81039836,144.9925003,metro,339950,1050,1050,1100,750,550,50,150,250,500,100,North Richmond,,False
FY20-21,19978,West Richmond,-37.81494896,144.9914228,metro,265250,900,900,850,450,300,50,150,200,450,100,West Richmond,,False
FY20-21,19983,Macleod,-37.7260123,145.0691433,metro,204450,650,700,550,400,300,50,300,150,150,50,Macleod,,False
FY20-21,19984,Watsonia,-37.71095798,145.0837934,metro,242150,800,800,650,450,300,150,400,150,150,50,Watsonia,,False
FY20-21,19985,Greensborough,-37.70395408,145.1082474,metro,254900,800,800,800,500,350,100,300,200,150,50,Greensborough,,False
FY20-21,19986,Montmorency,-37.71529624,145.1215157,metro,103450,350,350,300,200,150,50,150,50,50,50,Montmorency,,False
