fin_year,stop_id,stop_name,stop_lat,stop_long,network,pax_annual,pax_weekday,pax_norm_weekday,pax_sch_hol_weekday,pax_saturday,pax_sunday,pax_pre_am_peak,pax_am_peak,pax_interpeak,pax_pm_peak,pax_pm_late,stop_name_clean,stop_name_suffix,is_border_nsw
FY23-24,19852,Riversdale,-37.83150543,145.069646,metro,146100,550,600,300,100,50,50,300,100,200,50,Riversdale,,False
FY23-24,19853,Camberwell,-37.82656714,145.0586972,metro,1241500,3950,4050,3450,2450,2200,150,1150,850,1600,300,Camberwell,,False
FY23-24,19855,Frankston,-38.14299007,145.1261623,metro,997450,2950,2850,3200,2700,1850,450,700,850,700,150,Frankston,,False
FY23-24,19856,Kananook,-38.12174203,145.1352953,metro,173700,550,600,550,350,200,100,250,150,100,50,Kananook,,False
FY23-24,19857,Seaford,-38.10402104,145.1282304,metro,308950,950,950,950,700,450,200,400,200,150,50,Seaford,,False
FY23-24,19858,Carrum,-38.07489292,145.1224183,metro,322800,950,1000,900,850,500,150,450,250,150,50,Carrum,,False
FY23-24,19859,Bonbeach,-38.06294478,145.1196804,metro,134500,400,450,350,300,200,50,250,100,50,50,Bonbeach,,False
FY23-24,19860,Chelsea,-38.05195538,145.1160413,metro,340500,1050,1050,1000,800,550,100,500,250,200,50,Chelsea,,False
FY23-24,19861,Edithvale,-38.03805602,145.1085355,metro,186300,600,600,500,450,250,50,300,100,100,50,Edithvale,,False
FY23-24,19862,Aspendale,-38.02722019,145.1021496,metro,156950,500,500,450,350,200,50,300,100,100,50,Aspendale,,False
FY23-24,19863,Mordialloc,-38.00658295,145.0876594,metro,538700,1650,1700,1550,1300,850,150,650,400,450,100,Mordialloc,,False
FY23-24,19864,Parkdale,-37.99307882,145.0763268,metro,69450,200,250,150,150,100,50,100,50,50,50,Parkdale,,False
FY23-24,19865,Mentone,-37.9818654,145.0651659,metro,670400,2250,2400,1650,1100,700,150,700,500,1000,100,Mentone,,False
FY23-24,19866,Cheltenham,-37.96664989,145.0545579,metro,629500,2000,2050,1750,1350,900,200,950,400,400,100,Cheltenham,,False
FY23-24,19867,Upper Ferntree Gully,-37.8926717,145.3075302,metro,155150,500,500,500,350,250,100,200,100,100,50,Upper Ferntree Gully,,False
FY23-24,19868,Ferntree Gully,-37.88169799,145.2952513,metro,269950,900,900,950,450,300,150,500,150,100,50,Ferntree Gully,,False
FY23-24,19869,Boronia,-37.8604518,145.2843851,metro,380550,1250,1250,1300,750,500,150,600,250,200,50,Boronia,,False
FY23-24,19870,Bayswater,-37.84173004,145.2681364,metro,385400,1250,1250,1250,750,500,150,500,250,300,50,Bayswater,,False
FY23-24,19871,Heathmont,-37.82832227,145.2445554,metro,150050,500,500,500,250,150,50,300,100,50,50,Heathmont,,False
FY23-24,19872,Highett,-37.948425,145.0418718,metro,345050,1100,1100,1000,800,500,50,500,250,250,50,Highett,,False
FY23-24,19873,Glen Waverley,-37.87950407,145.1620575,metro,1326650,4000,4150,3500,3250,2400,300,1750,950,850,300,Glen Waverley,,False
FY23-24,19874,Syndal,-37.87622963,145.1497805,metro,682000,2200,2300,1800,1400,950,250,1250,350,350,50,Syndal,,False
FY23-24,19875,Mount Waverley,-37.87525526,145.1280557,metro,652600,2100,2200,1600,1400,900,150,1000,450,550,50,Mount Waverley,,False
FY23-24,19876,Lilydale,-37.75551777,145.3477102,metro,410150,1300,1250,1400,950,650,150,450,300,250,50,Lilydale,,False
FY23-24,19877,Mooroolbark,-37.78474883,145.3124024,metro,465850,1550,1550,1600,800,500,300,750,250,200,50,Mooroolbark,,False
FY23-24,19878,Croydon,-37.79543697,145.2805978,metro,288100,950,900,1200,550,350,100,400,200,150,50,Croydon,,False
FY23-24,19879,Ringwood East,-37.81196804,145.2501909,metro,213500,750,750,650,350,250,100,350,150,150,50,Ringwood East,,False
FY23-24,19880,Pakenham,-38.08061397,145.4863791,metro,451700,1400,1450,1400,1000,700,300,450,350,250,50,Pakenham,,False
FY23-24,19881,Officer,-38.06614572,145.4109872,metro,163300,550,600,500,200,150,150,300,100,50,50,Officer,,False
FY23-24,19882,Beaconsfield,-38.05083135,145.3660737,metro,174000,600,650,500,250,150,150,250,100,100,50,Beaconsfield,,False
FY23-24,19883,Berwick,-38.04040829,145.3457261,metro,948200,3350,3500,2750,1150,750,650,1500,750,550,100,Berwick,,False
FY23-24,19884,Narre Warren,-38.02780932,145.3039694,metro,268150,900,950,650,450,300,150,350,250,150,50,Narre Warren,,False
FY23-24,19885,Hallam,-38.01774038,145.2697768,metro,551600,1900,1950,1750,750,500,350,850,350,300,50,Hallam,,False
FY23-24,19886,Cranbourne,-38.09953731,145.280599,metro,949900,3150,3200,2850,1700,1150,700,1350,700,350,100,Cranbourne,,False
FY23-24,19887,Merinda Park,-38.07900048,145.2635114,metro,510450,1750,1800,1500,800,500,400,900,350,150,50,Merinda Park,,False
FY23-24,19888,Dandenong,-37.98996792,145.2097254,metro,2073300,6700,6900,5750,4050,3050,550,1500,1750,2500,650,Dandenong,,False
FY23-24,19889,Yarraman,-37.97825454,145.1916003,metro,275650,900,900,800,500,400,100,400,250,150,50,Yarraman,,False
FY23-24,19890,Noble Park,-37.96723193,145.1769357,metro,1001850,3250,3350,2750,1850,1450,400,1100,850,850,150,Noble Park,,False
FY23-24,19891,Sandown Park,-37.95650457,145.1628259,metro,421450,1450,1500,1200,600,500,100,850,350,150,50,Sandown Park,,False
FY23-24,19892,East Camberwell,-37.82589419,145.0681902,metro,176350,600,650,350,250,200,50,250,150,250,50,East Camberwell,,False
FY23-24,19893,Canterbury,-37.82448518,145.0812242,metro,246900,800,850,650,500,350,50,350,200,200,50,Canterbury,,False
FY23-24,19894,Chatham,-37.82429952,145.0886479,metro,175600,600,600,450,350,250,50,300,100,150,50,Chatham,,False
FY23-24,19897,Laburnum,-37.82078023,145.1407027,metro,291150,950,1000,700,600,400,50,500,200,250,50,Laburnum,,False
FY23-24,19898,Blackburn,-37.82007075,145.1500135,metro,1230050,4000,4250,3000,2450,1650,300,2000,850,950,150,Blackburn,,False
FY23-24,19899,Nunawading,-37.82060317,145.1748917,metro,672750,2200,2250,2000,1250,900,150,1050,450,500,100,Nunawading,,False
FY23-24,19900,Mitcham,-37.81800987,145.1919735,metro,833250,2750,2800,2550,1450,1050,300,1350,500,550,100,Mitcham,,False
FY23-24,19901,Heatherdale,-37.81889537,145.2127872,metro,406400,1400,1400,1200,650,400,200,800,200,200,50,Heatherdale,,False
FY23-24,19902,Ringwood,-37.81588648,145.2289685,metro,1606950,5000,5050,4650,3700,2650,450,1600,1200,1450,350,Ringwood,,False
FY23-24,19903,Auburn,-37.82239831,145.0458437,metro,626150,2000,2050,1650,1350,900,100,850,450,550,100,Auburn,,False
FY23-24,19904,Glenferrie,-37.82146682,145.0364388,metro,1996050,6950,7400,5100,2600,1900,100,1050,2050,3400,750,Glenferrie,,False
FY23-24,19905,Hawthorn,-37.82182601,145.0228987,metro,523950,1750,1850,1400,900,600,50,650,350,700,100,Hawthorn,,False
FY23-24,19906,Burnley,-37.82756022,145.0075551,metro,730000,2050,2100,1750,2350,1650,50,650,400,850,150,Burnley,,False
FY23-24,19907,East Richmond,-37.82639995,144.9970657,metro,537300,1950,2000,1600,600,350,50,250,250,1350,150,East Richmond,,False
FY23-24,19909,Heyington,-37.83467244,145.0226353,metro,185750,650,750,250,200,100,50,150,150,450,50,Heyington,,False
FY23-24,19910,Kooyong,-37.83992894,145.0335516,metro,257850,850,900,650,500,300,50,250,200,350,50,Kooyong,,False
FY23-24,19911,Tooronga,-37.84936553,145.0417337,metro,467850,1550,1600,1300,900,550,50,650,250,550,50,Tooronga,,False
FY23-24,19912,Gardiner,-37.85327908,145.0516547,metro,399250,1200,1200,1100,1050,700,50,600,250,300,50,Gardiner,,False
FY23-24,19913,Springvale,-37.94950878,145.1534518,metro,1473100,4500,4650,4050,3350,2650,350,1250,1350,1350,350,Springvale,,False
FY23-24,19914,Westall,-37.93849121,145.1388326,metro,665850,2000,2100,1600,1700,1200,200,800,450,550,100,Westall,,False
FY23-24,19915,Clayton,-37.92468255,145.1205344,metro,1535450,5000,5100,4600,2800,2150,350,1400,1350,1500,450,Clayton,,False
FY23-24,19916,Huntingdale,-37.91101734,145.1023643,metro,1391450,5050,5400,3550,1250,850,200,1250,1300,2200,450,Huntingdale,,False
FY23-24,19917,Oakleigh,-37.90037214,145.0883079,metro,1555100,5000,5150,4450,3150,2100,250,1450,1200,1900,350,Oakleigh,,False
FY23-24,19918,Hughesdale,-37.89488129,145.0776351,metro,548700,1800,1850,1600,950,650,100,800,400,450,100,Hughesdale,,False
FY23-24,19919,Murrumbeena,-37.89019832,145.0673749,metro,714250,2400,2500,2150,1150,750,200,1250,500,450,100,Murrumbeena,,False
FY23-24,19920,Carnegie,-37.88624148,145.0585751,metro,993800,3250,3350,2950,1800,1250,200,1450,800,700,250,Carnegie,,False
FY23-24,19921,Werribee,-37.89937805,144.661118,metro,1085250,3550,3700,2900,2000,1400,600,1650,800,500,100,Werribee,,False
FY23-24,19922,Hoppers Crossing,-37.88327618,144.7009549,metro,897300,3050,3200,2300,1400,950,450,1450,650,600,50,Hoppers Crossing,,False
FY23-24,19923,Laverton,-37.86369404,144.7726167,metro,912600,3100,3200,2550,1450,1000,400,1600,650,500,50,Laverton,,False
FY23-24,19924,Aircraft,-37.86660595,144.7608094,metro,234300,750,800,650,450,300,150,300,150,150,50,Aircraft,,False
FY23-24,19925,Westona,-37.86516348,144.8134936,metro,222100,750,800,500,400,250,50,300,150,250,50,Westona,,False
FY23-24,19926,Altona,-37.8671476,144.8296447,metro,260350,750,800,700,700,500,50,300,200,150,50,Altona,,False
FY23-24,19927,Seaholme,-37.86784231,144.8409577,metro,86500,250,250,250,200,150,50,150,50,50,50,Seaholme,,False
FY23-24,19928,Westgarth,-37.7806207,144.9992332,metro,195700,600,650,550,450,300,50,300,100,150,50,Westgarth,,False
FY23-24,19929,Dennis,-37.77918729,145.0082416,metro,247400,800,850,700,450,300,50,500,150,150,50,Dennis,,False
FY23-24,19930,Fairfield,-37.77917126,145.0169053,metro,444550,1400,1450,1250,1000,650,50,700,300,300,100,Fairfield,,False
FY23-24,19931,Alphington,-37.77839363,145.0312549,metro,244050,800,850,650,450,300,50,400,150,200,50,Alphington,,False
FY23-24,19932,Darebin,-37.77496341,145.038476,metro,102800,350,350,250,200,100,50,150,50,100,50,Darebin,,False
FY23-24,19933,Ivanhoe,-37.76889674,145.0454252,metro,597750,2000,2100,1550,1150,700,150,1000,350,550,50,Ivanhoe,,False
FY23-24,19934,Eaglemont,-37.76358553,145.0539427,metro,111200,350,350,300,250,150,50,200,100,50,50,Eaglemont,,False
FY23-24,19935,Heidelberg,-37.75707293,145.0606855,metro,702150,2300,2450,1700,1400,850,100,750,500,1000,100,Heidelberg,,False
FY23-24,19936,Rosanna,-37.7428786,145.0661403,metro,505100,1700,1750,1600,800,550,200,1000,300,250,50,Rosanna,,False
FY23-24,19937,Moorabbin,-37.93435329,145.0367383,metro,524250,1650,1700,1450,1200,900,100,550,400,550,100,Moorabbin,,False
FY23-24,19938,Patterson,-37.92514919,145.03547,metro,248350,800,850,600,500,300,50,400,150,200,50,Patterson,,False
FY23-24,19939,Bentleigh,-37.91742457,145.0369951,metro,509100,1550,1600,1450,1200,900,100,600,450,350,100,Bentleigh,,False
FY23-24,19940,Mckinnon,-37.91030903,145.038299,metro,307050,950,1000,850,650,450,50,500,250,200,50,Mckinnon,,False
FY23-24,19941,Ormond,-37.90321167,145.0396134,metro,456750,1450,1450,1250,1050,700,100,650,350,300,50,Ormond,,False
FY23-24,19943,Caulfield,-37.87745946,145.0425248,metro,2909850,8950,9350,7300,7400,4600,250,2300,2350,3300,1100,Caulfield,,False
FY23-24,19944,Malvern,-37.8662533,145.0292939,metro,612550,1950,2000,1700,1350,950,50,550,500,700,150,Malvern,,False
FY23-24,19945,Armadale,-37.85645238,145.0193255,metro,413300,1350,1400,1100,900,550,50,550,300,450,50,Armadale,,False
FY23-24,19946,Toorak,-37.85077381,145.0139086,metro,363150,1200,1250,850,700,450,50,500,250,400,50,Toorak,,False
FY23-24,19947,Hawksburn,-37.84459087,145.0021421,metro,378250,1200,1200,1050,850,550,50,550,250,300,50,Hawksburn,,False
FY23-24,19948,Sandringham,-37.95033018,145.0045614,metro,786850,2300,2350,2000,2250,1450,150,1100,500,500,100,Sandringham,,False
FY23-24,19949,Hampton,-37.93797681,145.0014706,metro,493950,1550,1600,1300,1200,750,100,750,350,350,100,Hampton,,False
FY23-24,19950,Brighton Beach,-37.92648432,144.9891536,metro,393350,1100,1100,1050,1200,900,50,450,250,300,50,Brighton Beach,,False
FY23-24,19951,Middle Brighton,-37.91513441,144.9962991,metro,526150,1600,1650,1400,1300,900,50,550,400,500,100,Middle Brighton,,False
FY23-24,19952,North Brighton,-37.90488721,145.002605,metro,524650,1650,1700,1300,1250,750,50,750,350,400,100,North Brighton,,False
FY23-24,19953,Gardenvale,-37.89669508,145.0041684,metro,396750,1250,1300,950,950,550,50,600,300,350,50,Gardenvale,,False
FY23-24,19954,Elsternwick,-37.88475311,145.0008979,metro,797050,2500,2600,2000,1900,1200,100,1150,550,650,200,Elsternwick,,False
FY23-24,19955,Ripponlea,-37.87590643,144.9952366,metro,487100,1550,1650,1200,1050,700,100,800,300,350,50,Ripponlea,,False
FY23-24,19956,Balaclava,-37.86948773,144.9935121,metro,787700,2450,2550,2050,1750,1250,150,1100,500,650,150,Balaclava,,False
FY23-24,19957,Windsor,-37.85605308,144.9920352,metro,601350,1950,2050,1450,1350,800,100,750,350,650,200,Windsor,,False
FY23-24,19958,Prahran,-37.84951848,144.9898599,metro,893300,2900,3000,2250,1900,1200,100,800,600,1250,250,Prahran,,False
FY23-24,19959,South Yarra,-37.83844935,144.9923422,metro,3100250,10100,10500,8450,6000,4100,300,2450,2450,4350,950,South Yarra,,False
FY23-24,19960,Upfield,-37.66607779,144.9467399,metro,275250,850,900,800,550,450,50,250,250,300,50,Upfield,,False
FY23-24,19961,Gowrie,-37.700678,144.9588743,metro,231100,700,750,650,550,400,50,300,200,150,50,Gowrie,,False
FY23-24,19962,Fawkner,-37.71462129,144.960545,metro,147500,450,500,450,300,250,50,200,100,100,50,Fawkner,,False
FY23-24,19963,Merlynston,-37.72093389,144.9613135,metro,257800,850,850,750,550,400,100,450,200,100,50,Merlynston,,False
FY23-24,19964,Batman,-37.73352285,144.9628406,metro,222650,700,700,650,450,350,50,300,150,200,50,Batman,,False
FY23-24,19965,Coburg,-37.74234502,144.9633363,metro,498850,1550,1600,1450,1150,800,100,650,400,350,100,Coburg,,False
FY23-24,19966,Moreland,-37.75448484,144.961823,metro,268250,850,850,750,600,400,50,350,200,200,50,Moreland,,False
FY23-24,19967,Anstey,-37.76124203,144.960684,metro,358900,1100,1150,1050,850,600,100,550,250,200,50,Anstey,,False
FY23-24,19968,Brunswick,-37.76772055,144.9595865,metro,326950,1000,1050,850,750,550,50,300,250,400,100,Brunswick,,True
FY23-24,19969,Jewell,-37.77498702,144.9587169,metro,349050,1050,1100,900,800,600,50,300,300,400,100,Jewell,,False
FY23-24,19970,Royal Park,-37.78119293,144.9523013,metro,304600,900,850,1050,750,600,50,150,300,400,50,Royal Park,,False
FY23-24,19971,Flemington Bridge,-37.78813995,144.9393233,metro,252700,800,800,700,550,400,50,200,250,250,50,Flemington Bridge,,False
FY23-24,19972,Macaulay,-37.79426673,144.9361663,metro,279350,900,950,750,600,400,50,150,300,400,50,Macaulay,,False
FY23-24,19974,Clifton Hill,-37.78865745,144.9954167,metro,779150,2200,2250,2100,2350,1650,100,800,500,700,150,Clifton Hill,,False
FY23-24,19975,Victoria Park,-37.79915782,144.9944514,metro,615100,1950,2050,1650,1350,900,50,550,350,850,200,Victoria Park,,False
FY23-24,19976,Collingwood,-37.80452593,144.9937497,metro,488050,1650,1700,1350,900,550,50,300,300,950,150,Collingwood,,False
FY23-24,19977,North Richmond,-37.81039836,144.9925003,metro,609400,1950,2000,1700,1300,900,50,350,450,950,200,North Richmond,,False
FY23-24,19978,West Richmond,-37.81494896,144.9914228,metro,396750,1300,1350,1100,750,450,50,250,300,650,150,West Richmond,,False
FY23-24,19983,Macleod,-37.7260123,145.0691433,metro,382150,1300,1350,1100,600,400,100,650,250,300,50,Macleod,,False
FY23-24,19984,Watsonia,-37.71095798,145.0837934,metro,434900,1500,1500,1400,700,450,200,850,200,200,50,Watsonia,,False
FY23-24,19985,Greensborough,-37.70395408,145.1082474,metro,411400,1350,1350,1300,750,550,150,600,250,300,50,Greensborough,,False
FY23-24,19986,Montmorency,-37.71529624,145.1215157,metro,192650,650,650,550,350,200,100,350,100,100,50,Montmorency,,False
FY23-24,19987,Eltham,-37.71354967,145.147822,metro,387550,1300,1350,1100,650,450,150,650,250,250,50,Eltham,,False
FY23-24,19988,Diamond Creek,-37.67329744,145.1585062,metro,128950,450,450,400,200,150,50,250,50,50,50,Diamond Creek,,False
FY23-24,19989,Wattle Glen,-37.66396792,145.1816145,metro,30100,100,100,100,50,50,50,50,50,50,50,Wattle Glen,,False
FY23-24,19990,Hurstbridge,-37.63939817,145.1920169,metro,82350,250,250,250,150,150,50,150,50,50,50,Hurstbridge,,False
FY23-24,19991,Williamstown,-37.86775292,144.9053233,metro,143650,400,450,400,400,300,50,150,150,100,50,Williamstown,,False
FY23-24,19992,Williamstown Beach,-37.86398189,144.8944837,metro,158900,500,500,450,350,300,50,200,100,150,50,Williamstown Beach,,False
FY23-24,19993,North Williamstown,-37.85733348,144.8890695,metro,260900,850,900,700,500,350,50,400,200,150,50,North Williamstown,,False
FY23-24,19994,Newport,-37.84271757,144.8835999,metro,1231700,4000,4150,3450,2450,1600,300,2100,800,800,200,Newport,,False
FY23-24,19995,Spotswood,-37.83063888,144.8859335,metro,294100,900,900,750,750,500,50,400,200,250,50,Spotswood,,False
FY23-24,19996,Yarraville,-37.81585044,144.8899337,metro,794400,2500,2600,2100,1700,1200,150,1300,550,500,150,Yarraville,,False
FY23-24,19997,Seddon,-37.80900514,144.8956716,metro,381350,1250,1300,950,750,500,50,700,250,250,50,Seddon,,False
FY23-24,15351,Sunbury,-37.57909097,144.7273188,metro,690850,2150,2200,1950,1600,1050,450,800,450,400,100,Sunbury,,False
FY23-24,15353,Diggers Rest,-37.62701651,144.7199224,metro,173850,600,650,450,250,150,100,350,100,50,50,Diggers Rest,,False
FY23-24,20000,Watergardens,-37.70112872,144.7741805,metro,1258850,4200,4350,3500,2250,1500,600,2150,900,550,100,Watergardens,,False
FY23-24,20001,Keilor Plains,-37.72927934,144.7937381,metro,614000,2050,2100,1700,1050,750,350,1150,400,200,50,Keilor Plains,,False
FY23-24,20002,St Albans,-37.74486131,144.8000505,metro,1022200,3250,3350,2900,2000,1600,300,1300,1050,600,100,St Albans,,False
FY23-24,20003,Ginifer,-37.75751083,144.8095734,metro,650350,2150,2200,1800,1150,900,200,950,500,500,50,Ginifer,,False
FY23-24,20004,Albion,-37.77765281,144.8247036,metro,433100,1450,1500,1200,700,500,150,750,350,200,50,Albion,,False
FY23-24,20005,Epping,-37.65238715,145.0301217,metro,725350,2400,2550,1800,1350,900,300,850,600,700,100,Epping,,False
FY23-24,20006,Lalor,-37.66585075,145.0171932,metro,446900,1450,1550,1150,800,550,250,750,300,200,50,Lalor,,False
FY23-24,20007,Thomastown,-37.68033809,145.0142789,metro,635600,2050,2100,1700,1300,950,300,850,500,400,100,Thomastown,,False
FY23-24,20008,Keon Park,-37.69487012,145.0118838,metro,133550,450,450,400,250,150,50,100,100,200,50,Keon Park,,False
FY23-24,20009,Ruthven,-37.70789754,145.0095166,metro,302050,950,1000,750,650,450,100,500,200,150,50,Ruthven,,False
FY23-24,20010,Reservoir,-37.71688492,145.0069958,metro,852650,2750,2800,2650,1700,1200,350,1000,650,650,150,Reservoir,,False
FY23-24,20011,Regent,-37.72840277,145.0027726,metro,369000,1200,1250,1050,750,500,100,700,200,200,50,Regent,,False
FY23-24,20012,Preston,-37.73867424,145.000522,metro,568750,1750,1850,1450,1350,950,100,600,500,550,100,Preston,,False
FY23-24,20013,Bell,-37.74556212,145.000155,metro,385100,1200,1250,1050,850,600,50,500,250,350,50,Bell,,False
FY23-24,20014,Thornbury,-37.75505179,144.9985715,metro,372350,1200,1250,1000,800,500,50,600,250,250,50,Thornbury,,False
FY23-24,20015,Croxton,-37.764101,144.9970562,metro,228050,700,750,650,550,350,50,400,100,150,50,Croxton,,False
FY23-24,20016,Northcote,-37.76986537,144.9952772,metro,278000,900,950,700,600,400,50,350,150,300,50,Northcote,,False
FY23-24,20017,Merri,-37.77784668,144.9929725,metro,146100,450,500,350,300,200,50,200,100,150,50,Merri,,False
FY23-24,20019,Rushall,-37.78321711,144.9924071,metro,119850,350,400,300,300,200,50,150,100,100,50,Rushall,,False
FY23-24,20021,Sunshine,-37.78853633,144.8328782,metro,1830400,5950,6150,5200,3500,2600,450,1800,1500,1950,400,Sunshine,,False
FY23-24,20022,Tottenham,-37.7992509,144.8629449,metro,422000,1450,1500,1200,650,450,150,700,300,300,50,Tottenham,,False
FY23-24,20023,West Footscray,-37.8018087,144.8853248,metro,522700,1800,1850,1450,800,500,150,1050,300,300,50,West Footscray,,False
FY23-24,20024,Middle Footscray,-37.8025047,144.8914721,metro,201800,650,700,550,400,250,50,350,150,100,50,Middle Footscray,,False
FY23-24,20025,Footscray,-37.80108298,144.9031992,metro,4365800,14050,14650,11450,9050,6000,800,3900,4050,4850,1000,Footscray,,False
FY23-24,20026,South Kensington,-37.79953087,144.925469,metro,304650,1000,1000,800,650,450,50,400,250,250,50,South Kensington,,False
FY23-24,20027,Flemington Racecourse,-37.78720192,144.9075887,metro,134250,100,150,50,1500,50,50,50,50,50,100,Flemington Racecourse,,False
FY23-24,20030,Broadmeadows,-37.68304926,144.9196132,metro,874950,2800,2900,2450,1750,1350,200,700,850,950,200,Broadmeadows,,False
FY23-24,20031,Jacana,-37.69513079,144.9158505,metro,215600,650,700,600,450,400,100,300,150,100,50,Jacana,,False
FY23-24,20032,Glenroy,-37.70453633,144.9172204,metro,758850,2450,2500,2250,1450,1100,250,1000,650,500,100,Glenroy,,False
FY23-24,20033,Oak Park,-37.71794973,144.9215188,metro,437000,1400,1450,1250,900,600,150,750,300,200,50,Oak Park,,False
FY23-24,20034,Pascoe Vale,-37.73075596,144.9281956,metro,530800,1700,1750,1500,1100,750,150,900,350,300,50,Pascoe Vale,,False
FY23-24,20035,Strathmore,-37.74359132,144.9273157,metro,299900,1000,1050,800,550,350,50,550,200,200,50,Strathmore,,False
FY23-24,20036,Glenbervie,-37.74720985,144.9209387,metro,263100,850,900,750,500,350,100,500,150,100,50,Glenbervie,,False
FY23-24,20037,Essendon,-37.7560117,144.9161975,metro,1312800,4300,4450,3650,2550,1650,350,2100,800,1050,150,Essendon,,False
FY23-24,20038,Moonee Ponds,-37.76570666,144.9191607,metro,759550,2400,2450,2200,1750,1100,150,1000,550,600,150,Moonee Ponds,,False
FY23-24,20039,Ascot Vale,-37.77530609,144.9218207,metro,474300,1550,1600,1350,900,600,100,900,300,250,50,Ascot Vale,,False
FY23-24,20040,Newmarket,-37.78732767,144.9289785,metro,598050,1900,1950,1700,1300,850,100,850,450,450,100,Newmarket,,False
FY23-24,20041,Kensington,-37.79378022,144.9305244,metro,435300,1400,1400,1300,950,650,50,650,300,350,50,Kensington,,False
FY23-24,20042,Box Hill,-37.81922165,145.1214289,metro,2535000,8100,8350,7100,5100,3950,400,2450,2300,2650,500,Box Hill,,False
FY23-24,40220,Roxburgh Park,-37.63823121,144.9354037,metro,512350,1700,1750,1500,900,650,200,800,400,300,50,Roxburgh Park,,False
FY23-24,40221,Craigieburn,-37.6018169,144.9433203,metro,1418700,4600,4750,4000,2800,1950,800,2300,1000,500,150,Craigieburn,,False
FY23-24,44817,Coolaroo,-37.66100253,144.9260556,metro,253750,850,900,750,400,300,100,450,200,100,50,Coolaroo,,False
FY23-24,45793,Lynbrook,-38.05734118,145.2492751,metro,393250,1350,1450,1100,500,350,200,750,300,150,50,Lynbrook,,False
FY23-24,45794,Cardinia Road,-38.07129047,145.437791,metro,360500,1200,1250,1150,550,350,250,600,250,100,50,Cardinia Road,,False
FY23-24,45795,South Morang,-37.6491588,145.0670324,metro,534400,1700,1750,1450,1100,750,250,700,400,400,100,South Morang,,False
FY23-24,46468,Williams Landing,-37.86986533,144.7474447,metro,1359750,4700,4950,3700,1900,1300,600,2750,950,500,100,Williams Landing,,False
FY23-24,49343,Union,-37.823477,145.1000368,metro,512800,1700,1750,1450,950,650,100,1000,300,300,50,Union,,False
FY23-24,52095,Southland,-37.958758,145.049124,metro,432800,1250,1200,1400,1250,950,50,200,400,450,100,Southland,,False
FY23-24,52159,Middle Gorge,-37.644062,145.09214,metro,203450,700,800,400,300,150,100,300,100,250,50,Middle Gorge,,False
FY23-24,52160,Hawkstowe,-37.622992,145.097396,metro,184850,600,650,500,300,200,100,350,100,50,50,Hawkstowe,,False
FY23-24,52161,Mernda,-37.602549,145.100883,metro,710550,2300,2400,1900,1400,950,450,1150,450,300,50,Mernda,,False
FY23-24,19841,Flagstaff,-37.81198131,144.9556538,metro,3435300,12600,13100,10450,2900,2200,150,800,2600,8400,1150,Flagstaff,,False
FY23-24,19842,Melbourne Central,-37.80993877,144.9625935,metro,11176650,36850,37700,33200,18700,15550,300,1600,9050,20750,5950,Melbourne Central,,False
FY23-24,19843,Parliament,-37.81105406,144.9729109,metro,5862900,21350,22100,18000,5450,4200,100,800,3750,15150,2300,Parliament,,False
FY23-24,19854,Flinders Street,-37.81830513,144.9669643,metro,20345200,62850,63600,59550,47100,34400,1400,3650,12800,33650,12100,Flinders Street,,False
FY23-24,19908,Richmond,-37.82407446,144.9901643,metro,3722400,9800,9650,10500,13450,8000,150,900,1350,4000,3300,Richmond,,False
FY23-24,19973,North Melbourne,-37.80630984,144.9415102,metro,1220400,3600,3700,3400,3300,2500,150,550,800,1750,400,North Melbourne,,False
FY23-24,19979,Jolimont,-37.81652702,144.9840983,metro,1027200,2400,2400,2550,4300,2650,50,150,350,950,900,Jolimont,,False
FY23-24,22180,Southern Cross,-37.81793643,144.9514112,metro,14019450,46350,47500,41300,24250,18750,550,2950,8950,29450,5550,Southern Cross,,False
FY23-24,19827,Stony Point,-38.37423454,145.2218375,metro,6700,50,50,50,50,50,50,50,50,50,50,Stony Point,,False
FY23-24,19828,Crib Point,-38.36612338,145.2040433,metro,7150,50,50,50,50,50,50,50,50,50,50,Crib Point,,False
FY23-24,19830,Bittern,-38.33739032,145.1780265,metro,7850,50,50,50,50,50,50,50,50,50,50,Bittern,,False
FY23-24,19836,Leawarra,-38.152034,145.139534,metro,5150,50,50,50,50,50,50,50,50,50,50,Leawarra,,False
FY23-24,20028,Showgrounds,-37.7835,144.915,metro,138000,250,50,1150,650,500,50,50,50,50,50,Showgrounds,,False
FY23-24,19834,Baxter,-38.19404306,145.1605261,metro,2550,50,50,50,50,50,50,50,50,50,50,Baxter,,False
FY23-24,19942,Glenhuntly,-37.88971946,145.0422229,metro,524650,1600,1650,1450,1200,850,100,700,400,350,100,Glenhuntly,,False
FY23-24,49458,East Pakenham,-38.084284,145.506311,metro,3700,50,50,50,50,50,50,50,50,50,50,East Pakenham,,False
FY24-25,15351,Sunbury,-37.57909097,144.7273188,metro,691050,2200,2250,1950,1450,950,450,850,450,400,100,Sunbury,,False
FY24-25,15353,Diggers Rest,-37.62701651,144.7199224,metro,165600,550,600,450,200,150,100,300,100,50,50,Diggers Rest,,False
FY24-25,19827,Stony Point,-38.37423454,145.2218375,metro,6950,50,50,50,50,50,50,50,50,50,50,Stony Point,,False
